SeqID,DisputeID,Location,EffectiveRows,tab,tabnum,Seder_Hebrew,Seder_Name,Seder_Number,Seder_Translate,Tractate_Name_Hebrew,Chapter,HebrewChapterLocation,Ith_chapter_in_seder,Disputant_1,Disputant_Hebrew_D1,Disputant_Hebrew_D1b,Disputant_Hebrew_D1c,Disputant_2,Disputant_Hebrew_D2,Disputant_Hebrew_D2b,Disputant_Hebrew_D2c,StrictQuestion,MoneyQuestion,OweQuestion,Winner,Result_1,Score_1,AltOwe_1,AltMoney_1,AltStrict_1,Result_2,Score_2,AltOwe_2,AltMoney_2,AltStrict_2,Owe_Result_Score_1,Money_Result_Score_1,Strict_Result_1,Strict_Result_Score_1,Owe_Result_Score_2,Money_Result_Score_2,Strict_Result_2,Strict_Result_Score_2
 350, 431,2:8, 1,סוכה17,17,מועד,Moed,2,Festival,סוכה, 2,, 6,Tanna Kama,NA,NA,NA,Shamai,שמאי,NA,NA,1,0,0,Tanna Kama,Kula 0.0,1,NA,NA, 0,Chumra 1.0,0,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
 351, 432,3:1, 1,סוכה17,17,מועד,Moed,2,Festival,סוכה, 3,, 6,Tanna Kama,NA,NA,NA,Rabbi Yehuda,יהודה,NA,NA,1,0,0,Tanna Kama,Kula 0.0,1,NA,NA, 0,Chumra 1.0,0,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
 352, 433,3:2, 3:4, 5,סוכה17,17,מועד,Moed,2,Festival,סוכה, 3,, 6,Stam,NA,NA,NA,Rabbi Tarfon,טרפון,NA,NA,1,0,0,Rabbi Tarfon,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
 352, 434,3:2, 3:4, 5,סוכה17,17,מועד,Moed,2,Festival,סוכה, 3,, 6,Stam,NA,NA,NA,Rabbi Akiva,עקיבא,עקיבה,NA,1,0,0,Stam,Chumra 1.0,0,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
 352, 435,3:2, 3:4, 5,סוכה17,17,מועד,Moed,2,Festival,סוכה, 3,, 6,Rabbi Tarfon,טרפון,NA,NA,Rabbi Akiva,עקיבא,עקיבה,NA,1,0,0,Rabbi Tarfon,Kula 0.0,1,NA,NA, 1,Kula 0.0,0,NA,NA, 1,NA,NA, 1,0.0,NA,NA, 1,0.0
 353, 436,3:5, 1,סוכה17,17,מועד,Moed,2,Festival,סוכה, 3,, 6,Beit Shamai,בית שמאי,NA,NA,Beit Hillel,בית הלל,בית הילל,NA,1,0,0,Beit Hillel,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
 354, 437,3:6, 1,סוכה17,17,מועד,Moed,2,Festival,סוכה, 3,, 6,Rabbi Meir,מאיר,NA,NA,Rabbi Yehuda,יהודה,NA,NA,1,0,0,Rabbi Yehuda,Kula 0.0,0,NA,NA, 0,Chumra 1.0,1,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
 355, 438,3:7, 1,סוכה17,17,מועד,Moed,2,Festival,סוכה, 3,, 6,Rabbi Meir,מאיר,NA,NA,Rabbi Yehuda,יהודה,NA,NA,1,0,0,Rabbi Yehuda,Kula 0.0,0,NA,NA, 0,Chumra 1.0,1,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
 356, 439,3:7, 1,סוכה17,17,מועד,Moed,2,Festival,סוכה, 3,, 6,Rabbi Yehuda,יהודה,NA,NA,Rabbi Yossi,NA,NA,NA,1,0,0,Rabbi Yossi,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
 357, 440,3:8, 1,סוכה17,17,מועד,Moed,2,Festival,סוכה, 3,, 6,Rabbi Yehuda,יהודה,NA,NA,Rabbi Meir,מאיר,NA,NA,1,0,0,Rabbi Meir,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
 358, 441,3:9, 3,סוכה17,17,מועד,Moed,2,Festival,סוכה, 3,, 6,Beit Hillel,בית הלל,בית הילל,NA,Beit Shamai,בית שמאי,NA,NA,1,0,0,Beit Hillel,Chumra 0.5,1,NA,NA, 0,Chumra 1.0,0,NA,NA, 1,NA,NA, 0,0.5,NA,NA, 1,1.0
 358, 442,3:9, 3,סוכה17,17,מועד,Moed,2,Festival,סוכה, 3,, 6,Beit Hillel,בית הלל,בית הילל,NA,Rabbi Akiva,עקיבא,עקיבה,NA,1,0,0,Beit Hillel,Chumra 0.5,1,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,0.5,NA,NA, 0,0.0
 358, 443,3:9, 3,סוכה17,17,מועד,Moed,2,Festival,סוכה, 3,, 6,Beit Shamai,בית שמאי,NA,NA,Rabbi Akiva,עקיבא,עקיבה,NA,1,0,0,Beit Shamai,Chumra 1.0,0,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
 359, 444,3:15, 1,סוכה17,17,מועד,Moed,2,Festival,סוכה, 3,, 6,Tanna Kama,NA,NA,NA,Rabbi Yehuda,יהודה,NA,NA,0,0,0,Rabbi Yehuda,,0,NA,NA,NA,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
 360, 445,4:5, 1,סוכה17,17,מועד,Moed,2,Festival,סוכה, 4,, 6,Tanna Kama,NA,NA,NA,Rabbi Yehuda,יהודה,NA,NA,0,0,0,Tanna Kama,,1,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
 361, 446,4:6, 1,סוכה17,17,מועד,Moed,2,Festival,סוכה, 4,, 6,Tanna Kama,NA,NA,NA,Rabbi Yochanan ben Broka,יוחנן בן ברוקה,NA,NA,0,0,0,Tanna Kama,,1,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
 362, 447,4:9, 1,סוכה17,17,מועד,Moed,2,Festival,סוכה, 4,, 6,Tanna Kama,NA,NA,NA,Rabbi Yehuda,יהודה,NA,NA,1,0,0,Tanna Kama,Chumra 1.0,1,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
 363, 448,4:9, 1,סוכה17,17,מועד,Moed,2,Festival,סוכה, 4,, 6,Tanna Kama,NA,NA,NA,Rabbi Yehuda,יהודה,NA,NA,1,0,0,Tanna Kama,Kula 0.0,1,NA,NA, 0,Chumra 1.0,0,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
 364, 449,5:4, 1,סוכה17,17,מועד,Moed,2,Festival,סוכה, 5,, 6,Tanna Kama,NA,NA,NA,Rabbi Yehuda,יהודה,NA,NA,0,0,0,Tanna Kama,,0,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
 365, 450,5:8, 1,סוכה17,17,מועד,Moed,2,Festival,סוכה, 5,, 6,Tanna Kama,NA,NA,NA,Rabbi Yehuda,יהודה,NA,NA,0,0,0,Tanna Kama,,1,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
 366, 451,1:1, 1,ביצה18,18,מועד,Moed,2,Festival,ביצה, 1,, 7,Beit Shamai,בית שמאי,NA,NA,Beit Hillel,בית הלל,בית הילל,NA,1,0,0,Beit Hillel,Kula 0.0,0,NA,NA, 0,Chumra 1.0,1,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
 367, 452,1:1, 1,ביצה18,18,מועד,Moed,2,Festival,ביצה, 1,, 7,Beit Shamai,בית שמאי,NA,NA,Beit Hillel,בית הלל,בית הילל,NA,1,0,0,Beit Hillel,Kula 0.0,0,NA,NA, 0,Chumra 1.0,1,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
 368, 453,1:2, 1,ביצה18,18,מועד,Moed,2,Festival,ביצה, 1,, 7,Beit Shamai,בית שמאי,NA,NA,Beit Hillel,בית הלל,בית הילל,NA,1,0,0,Beit Hillel,Kula 0.0,0,NA,NA, 0,Chumra 1.0,1,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
 369, 454,1:3, 1,ביצה18,18,מועד,Moed,2,Festival,ביצה, 1,, 7,Beit Shamai,בית שמאי,NA,NA,Beit Hillel,בית הלל,בית הילל,NA,1,0,0,Beit Hillel,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
 370, 455,1:3, 1,ביצה18,18,מועד,Moed,2,Festival,ביצה, 1,, 7,Beit Shamai,בית שמאי,NA,NA,Beit Hillel,בית הלל,בית הילל,NA,1,0,0,Beit Hillel,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
 371, 456,1:5, 1,ביצה18,18,מועד,Moed,2,Festival,ביצה, 1,, 7,Beit Shamai,בית שמאי,NA,NA,Beit Hillel,בית הלל,בית הילל,NA,1,0,0,Beit Hillel,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
 372, 457,1:5, 1,ביצה18,18,מועד,Moed,2,Festival,ביצה, 1,, 7,Beit Shamai,בית שמאי,NA,NA,Beit Hillel,בית הלל,בית הילל,NA,1,0,0,Beit Shamai,Chumra 1.0,0,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
 373, 458,1:5, 1,ביצה18,18,מועד,Moed,2,Festival,ביצה, 1,, 7,Beit Shamai,בית שמאי,NA,NA,Beit Hillel,בית הלל,בית הילל,NA,1,0,0,Beit Hillel,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
 374, 459,1:5, 1,ביצה18,18,מועד,Moed,2,Festival,ביצה, 1,, 7,Beit Shamai,בית שמאי,NA,NA,Beit Hillel,בית הלל,בית הילל,NA,1,0,0,Beit Hillel,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
 375, 460,1:6, 1,ביצה18,18,מועד,Moed,2,Festival,ביצה, 1,, 7,Beit Shamai,בית שמאי,NA,NA,Beit Hillel,בית הלל,בית הילל,NA,1,0,0,Beit Hillel,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
 376, 461,1:7, 1,ביצה18,18,מועד,Moed,2,Festival,ביצה, 1,, 7,Beit Shamai,בית שמאי,NA,NA,Beit Hillel,בית הלל,בית הילל,NA,1,0,0,Beit Hillel,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
 377, 462,1:7, 1,ביצה18,18,מועד,Moed,2,Festival,ביצה, 1,, 7,Beit Shamai,בית שמאי,NA,NA,Beit Hillel,בית הלל,בית הילל,NA,1,0,0,Beit Hillel,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
 378, 463,1:8, 3,ביצה18,18,מועד,Moed,2,Festival,ביצה, 1,, 7,Beit Shamai,בית שמאי,NA,NA,Beit Hillel,בית הלל,בית הילל,NA,1,0,0,Beit Hillel,Chumra 1.0,0,NA,NA, 1,Chumra 0.5,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.5
 378, 464,1:8, 3,ביצה18,18,מועד,Moed,2,Festival,ביצה, 1,, 7,Beit Shamai,בית שמאי,NA,NA,Rabbi Gamliel,גמליאל,NA,NA,1,0,0,Beit Shamai,Chumra 1.0,0,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
 378, 465,1:8, 3,ביצה18,18,מועד,Moed,2,Festival,ביצה, 1,, 7,Beit Hillel,בית הלל,בית הילל,NA,Rabbi Gamliel,גמליאל,NA,NA,1,0,0,Beit Hillel,Chumra 0.5,1,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,0.5,NA,NA, 0,0.0
 379, 466,1:9, 1,ביצה18,18,מועד,Moed,2,Festival,ביצה, 1,, 7,Beit Shamai,בית שמאי,NA,NA,Beit Hillel,בית הלל,בית הילל,NA,1,0,0,Beit Hillel,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
 380, 467,1:9, 1,ביצה18,18,מועד,Moed,2,Festival,ביצה, 1,, 7,Tanna Kama,NA,NA,NA,Rabbi Shimon,שמעון,NA,NA,1,0,0,Tanna Kama,Chumra 1.0,1,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
 381, 468,2:1, 1,ביצה18,18,מועד,Moed,2,Festival,ביצה, 2,, 7,Beit Shamai,בית שמאי,NA,NA,Beit Hillel,בית הלל,בית הילל,NA,1,0,0,Beit Hillel,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
 382, 469,2:2, 1,ביצה18,18,מועד,Moed,2,Festival,ביצה, 2,, 7,Beit Shamai,בית שמאי,NA,NA,Beit Hillel,בית הלל,בית הילל,NA,1,0,0,Beit Hillel,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
 383, 470,2:4, 1,ביצה18,18,מועד,Moed,2,Festival,ביצה, 2,, 7,Beit Shamai,בית שמאי,NA,NA,Beit Hillel,בית הלל,בית הילל,NA,1,0,0,Beit Hillel,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
 384, 471,2:4, 1,ביצה18,18,מועד,Moed,2,Festival,ביצה, 2,, 7,Beit Shamai,בית שמאי,NA,NA,Beit Hillel,בית הלל,בית הילל,NA,0,0,0,Beit Hillel,,0,NA,NA,NA,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
 385, 472,2:5, 1,ביצה18,18,מועד,Moed,2,Festival,ביצה, 2,, 7,Beit Shamai,בית שמאי,NA,NA,Beit Hillel,בית הלל,בית הילל,NA,1,0,0,Beit Hillel,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
 386, 473,2:6, 2,ביצה18,18,מועד,Moed,2,Festival,ביצה, 2,, 7,Rabbi Gamliel,גמליאל,NA,NA,Stam,NA,NA,NA,1,0,0,Stam,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
 387, 474,2:6, 2,ביצה18,18,מועד,Moed,2,Festival,ביצה, 2,, 7,Rabbi Gamliel,גמליאל,NA,NA,Stam,NA,NA,NA,1,0,0,Stam,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
 388, 475,2:6, 2,ביצה18,18,מועד,Moed,2,Festival,ביצה, 2,, 7,Rabbi Gamliel,גמליאל,NA,NA,Stam,NA,NA,NA,1,0,0,Stam,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
 389, 476,2:7, 1,ביצה18,18,מועד,Moed,2,Festival,ביצה, 2,, 7,Rabbi Gamliel,גמליאל,NA,NA,Chachamim,חכמים,NA,NA,1,0,0,Chachamim,Kula 0.0,0,NA,NA, 0,Chumra 1.0,1,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
 390, 477,2:7, 1,ביצה18,18,מועד,Moed,2,Festival,ביצה, 2,, 7,Rabbi Gamliel,גמליאל,NA,NA,Chachamim,חכמים,NA,NA,1,0,0,Chachamim,Kula 0.0,0,NA,NA, 0,Chumra 1.0,1,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
 391, 478,2:7, 1,ביצה18,18,מועד,Moed,2,Festival,ביצה, 2,, 7,Rabbi Gamliel,גמליאל,NA,NA,Chachamim,חכמים,NA,NA,1,0,0,Chachamim,Kula 0.0,0,NA,NA, 0,Chumra 1.0,1,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
 392, 479,2:8, 1,ביצה18,18,מועד,Moed,2,Festival,ביצה, 2,, 7,Rabbi Elazar ben Azarya,אלעזר בן עזריה,NA,NA,Chachamim,חכמים,NA,NA,1,0,0,Chachamim,Kula 0.0,0,NA,NA, 0,Chumra 1.0,1,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
 393, 480,2:8, 3,ביצה18,18,מועד,Moed,2,Festival,ביצה, 2,, 7,Rabbi Elazar ben Azarya,אלעזר בן עזריה,NA,NA,Rabbi Yehuda,יהודה,NA,NA,1,0,0,Rabbi Elazar ben Azarya,Kula 0.0,1,NA,NA, 0,Chumra 0.5,0,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,0.5
 393, 481,2:8, 3,ביצה18,18,מועד,Moed,2,Festival,ביצה, 2,, 7,Rabbi Elazar ben Azarya,אלעזר בן עזריה,NA,NA,Chachamim,חכמים,NA,NA,1,0,0,Rabbi Elazar ben Azarya,Kula 0.0,1,NA,NA, 0,Chumra 1.0,0,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
 393, 482,2:8, 3,ביצה18,18,מועד,Moed,2,Festival,ביצה, 2,, 7,Rabbi Yehuda,יהודה,NA,NA,Chachamim,חכמים,NA,NA,1,0,0,Rabbi Yehuda,Chumra 0.5,0,NA,NA, 0,Chumra 1.0,0,NA,NA, 1,NA,NA, 0,0.5,NA,NA, 1,1.0
 394, 483,2:8, 1,ביצה18,18,מועד,Moed,2,Festival,ביצה, 2,, 7,Rabbi Elazar ben Azarya,אלעזר בן עזריה,NA,NA,Chachamim,חכמים,NA,NA,1,0,0,Chachamim,Kula 0.0,0,NA,NA, 0,Chumra 1.0,1,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
 395, 484,2:10, 1,ביצה18,18,מועד,Moed,2,Festival,ביצה, 2,, 7,Tanna Kama,NA,NA,NA,Stam,NA,NA,NA,1,0,0,Tanna Kama,Kula 0.0,0,NA,NA, 0,Chumra 1.0,0,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
 396, 485,3:1, 1,ביצה18,18,מועד,Moed,2,Festival,ביצה, 3,, 7,Tanna Kama,NA,NA,NA,Rabbi Shimon ben Gamliel,שמעון בן גמליאל,NA,NA,1,0,0,Rabbi Shimon ben Gamliel,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
 397, 486,3:2, 1,ביצה18,18,מועד,Moed,2,Festival,ביצה, 3,, 7,Tanna Kama,NA,NA,NA,Rabbi Gamliel,גמליאל,NA,NA,1,0,0,Tanna Kama,Chumra 1.0,1,NA,NA, 1,Chumra 1.0,0,NA,NA, 1,NA,NA, 1,1.0,NA,NA, 1,1.0
 398, 487,3:3, 1,ביצה18,18,מועד,Moed,2,Festival,ביצה, 3,, 7,Tanna Kama,NA,NA,NA,Rabbi Akiva,עקיבא,עקיבה,NA,1,0,0,Tanna Kama,Chumra 1.0,1,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
 399, 488,3:4, 1,ביצה18,18,מועד,Moed,2,Festival,ביצה, 3,, 7,Rabbi Yehuda,יהודה,NA,NA,Rabbi Shimon,שמעון,NA,NA,1,0,0,Rabbi Shimon,Kula 0.0,0,NA,NA, 0,Chumra 1.0,1,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
 400, 489,3:6, 1,ביצה18,18,מועד,Moed,2,Festival,ביצה, 3,, 7,Rabbi Yehuda,יהודה,NA,NA,Chachamim,חכמים,NA,NA,1,0,0,Chachamim,Kula 0.0,0,NA,NA, 0,Chumra 1.0,1,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
 401, 490,3:8, 1,ביצה18,18,מועד,Moed,2,Festival,ביצה, 3,, 7,Tanna Kama,NA,NA,NA,Rabbi Yehuda,יהודה,NA,NA,1,0,0,Tanna Kama,Kula 0.0,1,NA,NA, 0,Chumra 1.0,0,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
 402, 491,3:8, 3,ביצה18,18,מועד,Moed,2,Festival,ביצה, 3,, 7,Tanna Kama,NA,NA,NA,Rabbi Chanina ben Antignos,חנניא בן אנטיגנוס,NA,NA,1,0,0,Tanna Kama,Kula 0.0,0,NA,NA, 0,Chumra 0.5,0,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,0.5
 402, 492,3:8, 3,ביצה18,18,מועד,Moed,2,Festival,ביצה, 3,, 7,Tanna Kama,NA,NA,NA,Chachamim,חכמים,NA,NA,1,0,0,Tanna Kama,Kula 0.0,0,NA,NA, 0,Chumra 1.0,0,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
 402, 493,3:8, 3,ביצה18,18,מועד,Moed,2,Festival,ביצה, 3,, 7,Rabbi Chanina ben Antignos,חנניא בן אנטיגנוס,NA,NA,Chachamim,חכמים,NA,NA,1,0,0,Rabbi Chanina ben Antignos,Chumra 0.5,0,NA,NA, 0,Chumra 1.0,0,NA,NA, 1,NA,NA, 0,0.5,NA,NA, 1,1.0
 403, 494,4:2, 1,ביצה18,18,מועד,Moed,2,Festival,ביצה, 4,, 7,Rabbi Yehuda,יהודה,NA,NA,Rabbi Yossi,NA,NA,NA,1,0,0,Rabbi Yossi,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
 404, 495,4:3, 1,ביצה18,18,מועד,Moed,2,Festival,ביצה, 4,, 7,Tanna Kama,NA,NA,NA,Rabbi Meir,מאיר,NA,NA,1,0,0,Tanna Kama,Chumra 1.0,1,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
 405, 496,4:4, 1,ביצה18,18,מועד,Moed,2,Festival,ביצה, 4,, 7,Tanna Kama,NA,NA,NA,Rabbi Yehuda,יהודה,NA,NA,1,0,0,Rabbi Yehuda,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
 406, 497,4:6, 1,ביצה18,18,מועד,Moed,2,Festival,ביצה, 4,, 7,Rabbi Eliezer,אליעזר,NA,NA,Chachamim,חכמים,NA,NA,1,0,0,Chachamim,Kula 0.0,0,NA,NA, 0,Chumra 1.0,1,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
 407, 498,4:7, 1,ביצה18,18,מועד,Moed,2,Festival,ביצה, 4,, 7,Rabbi Eliezer,אליעזר,NA,NA,Chachamim,חכמים,NA,NA,1,0,0,Chachamim,Kula 0.0,0,NA,NA, 0,Chumra 1.0,1,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
 408, 499,5:4, 1,ביצה18,18,מועד,Moed,2,Festival,ביצה, 5,, 7,Tanna Kama,NA,NA,NA,Rabbi Yehuda,יהודה,NA,NA,1,0,0,Tanna Kama,Chumra 1.0,1,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
 409, 500,1:1, 2,ראש השנה19,19,מועד,Moed,2,Festival,ראש השנה, 1,, 8,Tanna Kama,NA,NA,NA,Rabbi Elazar,אלעזר,NA,NA,0,0,0,Rabbi Elazar,,0,NA,NA,NA,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
 410, 501,1:1, 1,ראש השנה19,19,מועד,Moed,2,Festival,ראש השנה, 1,, 8,Beit Shamai,בית שמאי,NA,NA,Beit Hillel,בית הלל,בית הילל,NA,0,0,0,Beit Hillel,,0,NA,NA,NA,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
 411, 502,1:5, 1,ראש השנה19,19,מועד,Moed,2,Festival,ראש השנה, 1,, 8,Tanna Kama,NA,NA,NA,Rabbi Yossi,NA,NA,NA,1,0,0,Tanna Kama,Kula 0.0,1,NA,NA, 0,Chumra 1.0,0,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
 412, 503,1:6, 1,ראש השנה19,19,מועד,Moed,2,Festival,ראש השנה, 1,, 8,Rabbi Akiva,עקיבא,עקיבה,NA,Rabbi Gamliel,גמליאל,NA,NA,0,0,0,Rabbi Gamliel,,0,NA,NA,NA,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
 413, 504,1:7, 2,ראש השנה19,19,מועד,Moed,2,Festival,ראש השנה, 1,, 8,Tanna Kama,NA,NA,NA,Rabbi Shimon,שמעון,NA,NA,0,0,0,Tanna Kama,,1,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
 414, 505,2:7, 1,ראש השנה19,19,מועד,Moed,2,Festival,ראש השנה, 2,, 8,Tanna Kama,NA,NA,NA,Rabbi Elazar ben Tzadok,אלעזר בן צדוק,אלעזר ברבי צדוק,אלעזר בן רבי צדוק,1,0,0,Rabbi Elazar ben Tzadok,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
 415, 506,2:8, 1,ראש השנה19,19,מועד,Moed,2,Festival,ראש השנה, 2,, 8,Rabbi Yochanan ben Nuri,יוחנן בן נורי,NA,NA,Rabbi Gamliel,גמליאל,NA,NA,0,0,0,Rabbi Gamliel,,0,NA,NA,NA,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
 416, 507,2:8, 2,ראש השנה19,19,מועד,Moed,2,Festival,ראש השנה, 2,, 8,Rabbi Gamliel,גמליאל,NA,NA,Rabbi Dosa ben Harkinas,דוסא,NA,NA,0,0,0,Rabbi Gamliel,,1,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
 417, 508,3:2, 1,ראש השנה19,19,מועד,Moed,2,Festival,ראש השנה, 3,, 8,Tanna Kama,NA,NA,NA,Rabbi Yossi,NA,NA,NA,1,0,0,Tanna Kama,Chumra 1.0,0,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
 418, 509,3:5, 1,ראש השנה19,19,מועד,Moed,2,Festival,ראש השנה, 3,, 8,Tanna Kama,NA,NA,NA,Rabbi Yehuda,יהודה,NA,NA,0,0,0,Tanna Kama,,1,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
 419, 510,4:1, 2,ראש השנה19,19,מועד,Moed,2,Festival,ראש השנה, 4,, 8,Tanna Kama,NA,NA,NA,Rabbi Eliezer,אליעזר,NA,NA,1,0,0,Tanna Kama,Chumra 1.0,1,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
 420, 511,4:5, 1,ראש השנה19,19,מועד,Moed,2,Festival,ראש השנה, 4,, 8,Rabbi Yochanan ben Nuri,יוחנן בן נורי,NA,NA,Rabbi Akiva,עקיבא,עקיבה,NA,0,0,0,Rabbi Akiva,,0,NA,NA,NA,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
